school_id,division_num,division_nam,district_num,district_nam
384,5,Southern Western,28,Chikwawa
384,5,Southern Western,28,Chikwawa
384,5,Southern Western,28,Chikwawa
385,5,Southern Western,28,Chikwawa
385,5,Southern Western,28,Chikwawa
385,5,Southern Western,28,Chikwawa
386,5,Southern Western,28,Chikwawa
386,5,Southern Western,28,Chikwawa
386,5,Southern Western,28,Chikwawa
387,5,Southern Western,28,Chikwawa
387,5,Southern Western,28,Chikwawa
387,5,Southern Western,28,Chikwawa
388,5,Southern Western,28,Chikwawa
388,5,Southern Western,28,Chikwawa
388,5,Southern Western,28,Chikwawa
389,5,Southern Western,28,Chikwawa
389,5,Southern Western,28,Chikwawa
389,5,Southern Western,28,Chikwawa
390,5,Southern Western,28,Chikwawa
390,5,Southern Western,28,Chikwawa
390,5,Southern Western,28,Chikwawa
392,3,Central Western,19,Ntcheu
392,3,Central Western,19,Ntcheu
393,5,Southern Western,29,Nsanje
393,5,Southern Western,29,Nsanje
394,5,Southern Western,29,Nsanje
394,5,Southern Western,29,Nsanje
395,5,Southern Western,29,Nsanje
396,5,Southern Western,29,Nsanje
397,5,Southern Western,29,Nsanje
398,5,Southern Western,29,Nsanje
399,5,Southern Western,29,Nsanje
399,5,Southern Western,29,Nsanje
400,5,Southern Western,29,Nsanje
401,5,Southern Western,29,Nsanje
402,5,Southern Western,29,Nsanje
403,5,Southern Western,29,Nsanje
403,5,Southern Western,29,Nsanje
404,3,Central Western,16,Lilongwe Rural East
405,1,Northern,3,Rumphi
405,1,Northern,3,Rumphi
405,1,Northern,3,Rumphi
406,5,Southern Western,34,Neno
407,5,Southern Western,34,Neno
408,5,Southern Western,34,Neno
409,5,Southern Western,34,Neno
409,5,Southern Western,34,Neno
410,5,Southern Western,34,Neno
410,5,Southern Western,34,Neno
411,5,Southern Western,34,Neno
411,5,Southern Western,34,Neno
412,5,Southern Western,34,Neno
413,5,Southern Western,34,Neno
413,5,Southern Western,34,Neno
414,5,Southern Western,34,Neno
415,5,Southern Western,34,Neno
415,5,Southern Western,34,Neno
416,5,Southern Western,34,Neno
417,2,Central Eastern,11,Dowa
417,2,Central Eastern,11,Dowa
417,2,Central Eastern,11,Dowa
419,6,Shire Highlands,30,Chiradzulu
419,6,Shire Highlands,30,Chiradzulu
420,6,Shire Highlands,30,Chiradzulu
421,6,Shire Highlands,30,Chiradzulu
422,6,Shire Highlands,30,Chiradzulu
422,6,Shire Highlands,30,Chiradzulu
423,6,Shire Highlands,30,Chiradzulu
424,6,Shire Highlands,30,Chiradzulu
425,6,Shire Highlands,30,Chiradzulu
425,6,Shire Highlands,30,Chiradzulu
426,6,Shire Highlands,30,Chiradzulu
427,6,Shire Highlands,30,Chiradzulu
427,6,Shire Highlands,30,Chiradzulu
428,6,Shire Highlands,30,Chiradzulu
429,2,Central Eastern,10,Nkhotakota
429,2,Central Eastern,10,Nkhotakota
429,2,Central Eastern,10,Nkhotakota
431,6,Shire Highlands,31,Thyolo
431,6,Shire Highlands,31,Thyolo
431,6,Shire Highlands,31,Thyolo
432,6,Shire Highlands,31,Thyolo
432,6,Shire Highlands,31,Thyolo
432,6,Shire Highlands,31,Thyolo
433,2,Central Eastern,11,Dowa
433,2,Central Eastern,11,Dowa
433,2,Central Eastern,11,Dowa
434,6,Shire Highlands,31,Thyolo
434,6,Shire Highlands,31,Thyolo
434,6,Shire Highlands,31,Thyolo
435,6,Shire Highlands,31,Thyolo
435,6,Shire Highlands,31,Thyolo
435,6,Shire Highlands,31,Thyolo
436,6,Shire Highlands,31,Thyolo
436,6,Shire Highlands,31,Thyolo
437,6,Shire Highlands,31,Thyolo
437,6,Shire Highlands,31,Thyolo
437,6,Shire Highlands,31,Thyolo
438,6,Shire Highlands,31,Thyolo
438,6,Shire Highlands,31,Thyolo
438,6,Shire Highlands,31,Thyolo
439,6,Shire Highlands,31,Thyolo
439,6,Shire Highlands,31,Thyolo
440,6,Shire Highlands,31,Thyolo
440,6,Shire Highlands,31,Thyolo
440,6,Shire Highlands,31,Thyolo
441,6,Shire Highlands,31,Thyolo
441,6,Shire Highlands,31,Thyolo
441,6,Shire Highlands,31,Thyolo
442,2,Central Eastern,10,Nkhotakota
442,2,Central Eastern,10,Nkhotakota
442,2,Central Eastern,10,Nkhotakota
443,3,Central Western,14,Mchinji
444,6,Shire Highlands,32,Mulanje
444,6,Shire Highlands,32,Mulanje
444,6,Shire Highlands,32,Mulanje
445,6,Shire Highlands,32,Mulanje
445,6,Shire Highlands,32,Mulanje
445,6,Shire Highlands,32,Mulanje
446,1,Northern,4,Mzimba North
447,6,Shire Highlands,32,Mulanje
447,6,Shire Highlands,32,Mulanje
447,6,Shire Highlands,32,Mulanje
448,6,Shire Highlands,32,Mulanje
448,6,Shire Highlands,32,Mulanje
448,6,Shire Highlands,32,Mulanje
449,6,Shire Highlands,32,Mulanje
449,6,Shire Highlands,32,Mulanje
450,6,Shire Highlands,32,Mulanje
450,6,Shire Highlands,32,Mulanje
451,6,Shire Highlands,32,Mulanje
451,6,Shire Highlands,32,Mulanje
451,6,Shire Highlands,32,Mulanje
452,6,Shire Highlands,32,Mulanje
452,6,Shire Highlands,32,Mulanje
452,6,Shire Highlands,32,Mulanje
453,6,Shire Highlands,32,Mulanje
453,6,Shire Highlands,32,Mulanje
453,6,Shire Highlands,32,Mulanje
454,6,Shire Highlands,32,Mulanje
454,6,Shire Highlands,32,Mulanje
455,2,Central Eastern,9,Kasungu
455,2,Central Eastern,9,Kasungu
456,3,Central Western,14,Mchinji
456,3,Central Western,14,Mchinji
457,6,Shire Highlands,33,Phalombe
459,6,Shire Highlands,33,Phalombe
459,6,Shire Highlands,33,Phalombe
460,6,Shire Highlands,33,Phalombe
461,6,Shire Highlands,33,Phalombe
462,6,Shire Highlands,33,Phalombe
463,6,Shire Highlands,33,Phalombe
463,6,Shire Highlands,33,Phalombe
464,6,Shire Highlands,33,Phalombe
465,6,Shire Highlands,33,Phalombe
465,6,Shire Highlands,33,Phalombe
466,6,Shire Highlands,33,Phalombe
467,6,Shire Highlands,33,Phalombe
468,2,Central Eastern,12,Ntchisi
469,1,Northern,4,Mzimba North
469,1,Northern,4,Mzimba North
470,1,Northern,2,Karonga
471,1,Northern,2,Karonga
472,1,Northern,4,Mzimba North
472,1,Northern,4,Mzimba North
473,1,Northern,4,Mzimba North
473,1,Northern,4,Mzimba North
474,1,Northern,5,Mzimba South
474,1,Northern,5,Mzimba South
475,1,Northern,5,Mzimba South
475,1,Northern,5,Mzimba South
476,1,Northern,5,Mzimba South
476,1,Northern,5,Mzimba South
476,1,Northern,5,Mzimba South
477,1,Northern,5,Mzimba South
477,1,Northern,5,Mzimba South
478,1,Northern,5,Mzimba South
478,1,Northern,5,Mzimba South
478,1,Northern,5,Mzimba South
479,1,Northern,5,Mzimba South
479,1,Northern,5,Mzimba South
479,1,Northern,5,Mzimba South
480,1,Northern,5,Mzimba South
480,1,Northern,5,Mzimba South
480,1,Northern,5,Mzimba South
481,1,Northern,5,Mzimba South
481,1,Northern,5,Mzimba South
481,1,Northern,5,Mzimba South
482,1,Northern,5,Mzimba South
482,1,Northern,5,Mzimba South
482,1,Northern,5,Mzimba South
483,1,Northern,5,Mzimba South
483,1,Northern,5,Mzimba South
483,1,Northern,5,Mzimba South
484,1,Northern,5,Mzimba South
484,1,Northern,5,Mzimba South
484,1,Northern,5,Mzimba South
485,1,Northern,5,Mzimba South
485,1,Northern,5,Mzimba South
485,1,Northern,5,Mzimba South
486,1,Northern,5,Mzimba South
486,1,Northern,5,Mzimba South
486,1,Northern,5,Mzimba South
487,1,Northern,5,Mzimba South
487,1,Northern,5,Mzimba South
487,1,Northern,5,Mzimba South
488,1,Northern,5,Mzimba South
488,1,Northern,5,Mzimba South
488,1,Northern,5,Mzimba South
489,1,Northern,5,Mzimba South
489,1,Northern,5,Mzimba South
490,1,Northern,5,Mzimba South
490,1,Northern,5,Mzimba South
490,1,Northern,5,Mzimba South
491,1,Northern,5,Mzimba South
491,1,Northern,5,Mzimba South
491,1,Northern,5,Mzimba South
492,1,Northern,5,Mzimba South
492,1,Northern,5,Mzimba South
493,1,Northern,5,Mzimba South
493,1,Northern,5,Mzimba South
493,1,Northern,5,Mzimba South
494,1,Northern,5,Mzimba South
494,1,Northern,5,Mzimba South
495,1,Northern,5,Mzimba South
495,1,Northern,5,Mzimba South
495,1,Northern,5,Mzimba South
496,1,Northern,5,Mzimba South
496,1,Northern,5,Mzimba South
496,1,Northern,5,Mzimba South
497,1,Northern,5,Mzimba South
497,1,Northern,5,Mzimba South
498,1,Northern,6,Mzuzu City
499,1,Northern,6,Mzuzu City
500,1,Northern,6,Mzuzu City
501,1,Northern,6,Mzuzu City
502,1,Northern,6,Mzuzu City
502,1,Northern,6,Mzuzu City
503,1,Northern,6,Mzuzu City
503,1,Northern,6,Mzuzu City
504,2,Central Eastern,9,Kasungu
504,2,Central Eastern,9,Kasungu
504,2,Central Eastern,9,Kasungu
505,2,Central Eastern,9,Kasungu
505,2,Central Eastern,9,Kasungu
505,2,Central Eastern,9,Kasungu
506,2,Central Eastern,9,Kasungu
506,2,Central Eastern,9,Kasungu
506,2,Central Eastern,9,Kasungu
507,2,Central Eastern,9,Kasungu
507,2,Central Eastern,9,Kasungu
507,2,Central Eastern,9,Kasungu
508,2,Central Eastern,9,Kasungu
508,2,Central Eastern,9,Kasungu
508,2,Central Eastern,9,Kasungu
509,2,Central Eastern,9,Kasungu
509,2,Central Eastern,9,Kasungu
509,2,Central Eastern,9,Kasungu
510,2,Central Eastern,9,Kasungu
510,2,Central Eastern,9,Kasungu
510,2,Central Eastern,9,Kasungu
511,2,Central Eastern,9,Kasungu
511,2,Central Eastern,9,Kasungu
511,2,Central Eastern,9,Kasungu
512,2,Central Eastern,9,Kasungu
512,2,Central Eastern,9,Kasungu
512,2,Central Eastern,9,Kasungu
513,2,Central Eastern,9,Kasungu
513,2,Central Eastern,9,Kasungu
513,2,Central Eastern,9,Kasungu
514,2,Central Eastern,9,Kasungu
514,2,Central Eastern,9,Kasungu
514,2,Central Eastern,9,Kasungu
515,2,Central Eastern,9,Kasungu
515,2,Central Eastern,9,Kasungu
516,2,Central Eastern,9,Kasungu
516,2,Central Eastern,9,Kasungu
517,2,Central Eastern,9,Kasungu
517,2,Central Eastern,9,Kasungu
518,2,Central Eastern,9,Kasungu
518,2,Central Eastern,9,Kasungu
518,2,Central Eastern,9,Kasungu
519,2,Central Eastern,9,Kasungu
519,2,Central Eastern,9,Kasungu
519,2,Central Eastern,9,Kasungu
520,2,Central Eastern,9,Kasungu
520,2,Central Eastern,9,Kasungu
520,2,Central Eastern,9,Kasungu
521,2,Central Eastern,9,Kasungu
521,2,Central Eastern,9,Kasungu
522,2,Central Eastern,9,Kasungu
522,2,Central Eastern,9,Kasungu
522,2,Central Eastern,9,Kasungu
523,2,Central Eastern,9,Kasungu
523,2,Central Eastern,9,Kasungu
523,2,Central Eastern,9,Kasungu
524,3,Central Western,14,Mchinji
525,3,Central Western,15,Lilongwe City
525,3,Central Western,15,Lilongwe City
526,3,Central Western,15,Lilongwe City
527,3,Central Western,15,Lilongwe City
528,3,Central Western,15,Lilongwe City
529,3,Central Western,15,Lilongwe City
530,3,Central Western,15,Lilongwe City
531,3,Central Western,15,Lilongwe City
532,3,Central Western,15,Lilongwe City
533,3,Central Western,15,Lilongwe City
533,3,Central Western,15,Lilongwe City
534,3,Central Western,15,Lilongwe City
535,3,Central Western,15,Lilongwe City
535,3,Central Western,15,Lilongwe City
536,3,Central Western,17,Lilongwe Rural West
536,3,Central Western,17,Lilongwe Rural West
536,3,Central Western,17,Lilongwe Rural West
537,3,Central Western,17,Lilongwe Rural West
537,3,Central Western,17,Lilongwe Rural West
537,3,Central Western,17,Lilongwe Rural West
538,3,Central Western,17,Lilongwe Rural West
538,3,Central Western,17,Lilongwe Rural West
538,3,Central Western,17,Lilongwe Rural West
539,3,Central Western,17,Lilongwe Rural West
539,3,Central Western,17,Lilongwe Rural West
539,3,Central Western,17,Lilongwe Rural West
540,3,Central Western,17,Lilongwe Rural West
540,3,Central Western,17,Lilongwe Rural West
541,3,Central Western,17,Lilongwe Rural West
541,3,Central Western,17,Lilongwe Rural West
541,3,Central Western,17,Lilongwe Rural West
542,3,Central Western,17,Lilongwe Rural West
542,3,Central Western,17,Lilongwe Rural West
542,3,Central Western,17,Lilongwe Rural West
543,3,Central Western,17,Lilongwe Rural West
543,3,Central Western,17,Lilongwe Rural West
543,3,Central Western,17,Lilongwe Rural West
544,3,Central Western,17,Lilongwe Rural West
544,3,Central Western,17,Lilongwe Rural West
544,3,Central Western,17,Lilongwe Rural West
545,3,Central Western,17,Lilongwe Rural West
545,3,Central Western,17,Lilongwe Rural West
545,3,Central Western,17,Lilongwe Rural West
546,3,Central Western,17,Lilongwe Rural West
546,3,Central Western,17,Lilongwe Rural West
547,3,Central Western,17,Lilongwe Rural West
547,3,Central Western,17,Lilongwe Rural West
547,3,Central Western,17,Lilongwe Rural West
548,3,Central Western,17,Lilongwe Rural West
548,3,Central Western,17,Lilongwe Rural West
548,3,Central Western,17,Lilongwe Rural West
549,3,Central Western,17,Lilongwe Rural West
549,3,Central Western,17,Lilongwe Rural West
549,3,Central Western,17,Lilongwe Rural West
550,3,Central Western,17,Lilongwe Rural West
550,3,Central Western,17,Lilongwe Rural West
550,3,Central Western,17,Lilongwe Rural West
551,3,Central Western,17,Lilongwe Rural West
551,3,Central Western,17,Lilongwe Rural West
551,3,Central Western,17,Lilongwe Rural West
552,3,Central Western,17,Lilongwe Rural West
552,3,Central Western,17,Lilongwe Rural West
552,3,Central Western,17,Lilongwe Rural West
553,3,Central Western,17,Lilongwe Rural West
553,3,Central Western,17,Lilongwe Rural West
553,3,Central Western,17,Lilongwe Rural West
554,3,Central Western,17,Lilongwe Rural West
554,3,Central Western,17,Lilongwe Rural West
554,3,Central Western,17,Lilongwe Rural West
555,3,Central Western,17,Lilongwe Rural West
555,3,Central Western,17,Lilongwe Rural West
555,3,Central Western,17,Lilongwe Rural West
556,3,Central Western,17,Lilongwe Rural West
556,3,Central Western,17,Lilongwe Rural West
556,3,Central Western,17,Lilongwe Rural West
557,3,Central Western,17,Lilongwe Rural West
557,3,Central Western,17,Lilongwe Rural West
557,3,Central Western,17,Lilongwe Rural West
558,3,Central Western,17,Lilongwe Rural West
558,3,Central Western,17,Lilongwe Rural West
558,3,Central Western,17,Lilongwe Rural West
559,3,Central Western,17,Lilongwe Rural West
559,3,Central Western,17,Lilongwe Rural West
559,3,Central Western,17,Lilongwe Rural West
560,3,Central Western,17,Lilongwe Rural West
560,3,Central Western,17,Lilongwe Rural West
561,3,Central Western,18,Dedza
561,3,Central Western,18,Dedza
561,3,Central Western,18,Dedza
562,3,Central Western,18,Dedza
562,3,Central Western,18,Dedza
562,3,Central Western,18,Dedza
563,3,Central Western,18,Dedza
563,3,Central Western,18,Dedza
563,3,Central Western,18,Dedza
564,3,Central Western,18,Dedza
564,3,Central Western,18,Dedza
564,3,Central Western,18,Dedza
565,3,Central Western,18,Dedza
565,3,Central Western,18,Dedza
565,3,Central Western,18,Dedza
566,3,Central Western,18,Dedza
566,3,Central Western,18,Dedza
566,3,Central Western,18,Dedza
567,3,Central Western,18,Dedza
567,3,Central Western,18,Dedza
567,3,Central Western,18,Dedza
568,3,Central Western,18,Dedza
568,3,Central Western,18,Dedza
568,3,Central Western,18,Dedza
569,2,Central Eastern,11,Dowa
569,2,Central Eastern,11,Dowa
569,2,Central Eastern,11,Dowa
570,3,Central Western,18,Dedza
570,3,Central Western,18,Dedza
570,3,Central Western,18,Dedza
571,3,Central Western,18,Dedza
571,3,Central Western,18,Dedza
571,3,Central Western,18,Dedza
572,3,Central Western,18,Dedza
572,3,Central Western,18,Dedza
572,3,Central Western,18,Dedza
573,3,Central Western,18,Dedza
573,3,Central Western,18,Dedza
573,3,Central Western,18,Dedza
574,3,Central Western,18,Dedza
574,3,Central Western,18,Dedza
574,3,Central Western,18,Dedza
575,3,Central Western,18,Dedza
575,3,Central Western,18,Dedza
575,3,Central Western,18,Dedza
576,4,Southern Eastern,20,Mangochi
576,4,Southern Eastern,20,Mangochi
576,4,Southern Eastern,20,Mangochi
577,4,Southern Eastern,20,Mangochi
577,4,Southern Eastern,20,Mangochi
578,4,Southern Eastern,20,Mangochi
578,4,Southern Eastern,20,Mangochi
578,4,Southern Eastern,20,Mangochi
579,4,Southern Eastern,20,Mangochi
579,4,Southern Eastern,20,Mangochi
579,4,Southern Eastern,20,Mangochi
580,4,Southern Eastern,20,Mangochi
580,4,Southern Eastern,20,Mangochi
580,4,Southern Eastern,20,Mangochi
581,4,Southern Eastern,20,Mangochi
581,4,Southern Eastern,20,Mangochi
581,4,Southern Eastern,20,Mangochi
582,4,Southern Eastern,20,Mangochi
582,4,Southern Eastern,20,Mangochi
582,4,Southern Eastern,20,Mangochi
583,4,Southern Eastern,20,Mangochi
583,4,Southern Eastern,20,Mangochi
583,4,Southern Eastern,20,Mangochi
584,4,Southern Eastern,20,Mangochi
584,4,Southern Eastern,20,Mangochi
584,4,Southern Eastern,20,Mangochi
585,4,Southern Eastern,20,Mangochi
585,4,Southern Eastern,20,Mangochi
586,4,Southern Eastern,20,Mangochi
586,4,Southern Eastern,20,Mangochi
587,4,Southern Eastern,20,Mangochi
587,4,Southern Eastern,20,Mangochi
588,4,Southern Eastern,20,Mangochi
588,4,Southern Eastern,20,Mangochi
589,4,Southern Eastern,21,Balaka
589,4,Southern Eastern,21,Balaka
590,4,Southern Eastern,22,Machinga
590,4,Southern Eastern,22,Machinga
591,4,Southern Eastern,22,Machinga
591,4,Southern Eastern,22,Machinga
591,4,Southern Eastern,22,Machinga
592,4,Southern Eastern,22,Machinga
592,4,Southern Eastern,22,Machinga
593,4,Southern Eastern,22,Machinga
593,4,Southern Eastern,22,Machinga
594,4,Southern Eastern,22,Machinga
594,4,Southern Eastern,22,Machinga
594,4,Southern Eastern,22,Machinga
595,4,Southern Eastern,22,Machinga
595,4,Southern Eastern,22,Machinga
595,4,Southern Eastern,22,Machinga
596,4,Southern Eastern,22,Machinga
596,4,Southern Eastern,22,Machinga
597,4,Southern Eastern,22,Machinga
597,4,Southern Eastern,22,Machinga
598,4,Southern Eastern,22,Machinga
598,4,Southern Eastern,22,Machinga
598,4,Southern Eastern,22,Machinga
599,4,Southern Eastern,22,Machinga
599,4,Southern Eastern,22,Machinga
600,4,Southern Eastern,22,Machinga
600,4,Southern Eastern,22,Machinga
601,4,Southern Eastern,22,Machinga
601,4,Southern Eastern,22,Machinga
601,4,Southern Eastern,22,Machinga
602,4,Southern Eastern,23,Zomba Urban
602,4,Southern Eastern,23,Zomba Urban
603,4,Southern Eastern,23,Zomba Urban
604,4,Southern Eastern,23,Zomba Urban
604,4,Southern Eastern,23,Zomba Urban
605,4,Southern Eastern,23,Zomba Urban
606,4,Southern Eastern,23,Zomba Urban
607,4,Southern Eastern,24,Zomba Rural
607,4,Southern Eastern,24,Zomba Rural
608,4,Southern Eastern,24,Zomba Rural
609,5,Southern Western,25,Blantyre City
609,5,Southern Western,25,Blantyre City
610,5,Southern Western,25,Blantyre City
610,5,Southern Western,25,Blantyre City
611,5,Southern Western,25,Blantyre City
612,5,Southern Western,25,Blantyre City
612,5,Southern Western,25,Blantyre City
613,5,Southern Western,25,Blantyre City
614,5,Southern Western,25,Blantyre City
614,5,Southern Western,25,Blantyre City
615,5,Southern Western,25,Blantyre City
616,5,Southern Western,25,Blantyre City
616,5,Southern Western,25,Blantyre City
617,5,Southern Western,28,Chikwawa
617,5,Southern Western,28,Chikwawa
617,5,Southern Western,28,Chikwawa
618,5,Southern Western,28,Chikwawa
618,5,Southern Western,28,Chikwawa
618,5,Southern Western,28,Chikwawa
619,5,Southern Western,28,Chikwawa
619,5,Southern Western,28,Chikwawa
620,5,Southern Western,28,Chikwawa
620,5,Southern Western,28,Chikwawa
621,5,Southern Western,28,Chikwawa
621,5,Southern Western,28,Chikwawa
621,5,Southern Western,28,Chikwawa
622,5,Southern Western,28,Chikwawa
622,5,Southern Western,28,Chikwawa
622,5,Southern Western,28,Chikwawa
623,5,Southern Western,28,Chikwawa
623,5,Southern Western,28,Chikwawa
623,5,Southern Western,28,Chikwawa
624,5,Southern Western,28,Chikwawa
624,5,Southern Western,28,Chikwawa
624,5,Southern Western,28,Chikwawa
625,5,Southern Western,28,Chikwawa
625,5,Southern Western,28,Chikwawa
625,5,Southern Western,28,Chikwawa
626,5,Southern Western,28,Chikwawa
626,5,Southern Western,28,Chikwawa
626,5,Southern Western,28,Chikwawa
627,5,Southern Western,28,Chikwawa
627,5,Southern Western,28,Chikwawa
627,5,Southern Western,28,Chikwawa
628,5,Southern Western,28,Chikwawa
628,5,Southern Western,28,Chikwawa
628,5,Southern Western,28,Chikwawa
629,5,Southern Western,29,Nsanje
629,5,Southern Western,29,Nsanje
630,5,Southern Western,29,Nsanje
631,5,Southern Western,34,Neno
631,5,Southern Western,34,Neno
632,6,Shire Highlands,31,Thyolo
632,6,Shire Highlands,31,Thyolo
632,6,Shire Highlands,31,Thyolo
633,6,Shire Highlands,31,Thyolo
633,6,Shire Highlands,31,Thyolo
633,6,Shire Highlands,31,Thyolo
634,6,Shire Highlands,31,Thyolo
634,6,Shire Highlands,31,Thyolo
634,6,Shire Highlands,31,Thyolo
635,6,Shire Highlands,31,Thyolo
635,6,Shire Highlands,31,Thyolo
636,6,Shire Highlands,31,Thyolo
636,6,Shire Highlands,31,Thyolo
636,6,Shire Highlands,31,Thyolo
637,6,Shire Highlands,31,Thyolo
637,6,Shire Highlands,31,Thyolo
638,6,Shire Highlands,31,Thyolo
638,6,Shire Highlands,31,Thyolo
638,6,Shire Highlands,31,Thyolo
639,6,Shire Highlands,31,Thyolo
639,6,Shire Highlands,31,Thyolo
639,6,Shire Highlands,31,Thyolo
640,6,Shire Highlands,31,Thyolo
640,6,Shire Highlands,31,Thyolo
641,6,Shire Highlands,31,Thyolo
641,6,Shire Highlands,31,Thyolo
641,6,Shire Highlands,31,Thyolo
642,6,Shire Highlands,31,Thyolo
642,6,Shire Highlands,31,Thyolo
642,6,Shire Highlands,31,Thyolo
643,6,Shire Highlands,31,Thyolo
643,6,Shire Highlands,31,Thyolo
643,6,Shire Highlands,31,Thyolo
644,6,Shire Highlands,31,Thyolo
644,6,Shire Highlands,31,Thyolo
644,6,Shire Highlands,31,Thyolo
645,6,Shire Highlands,32,Mulanje
645,6,Shire Highlands,32,Mulanje
646,6,Shire Highlands,32,Mulanje
646,6,Shire Highlands,32,Mulanje
647,6,Shire Highlands,33,Phalombe
648,1,Northern,3,Rumphi
648,1,Northern,3,Rumphi
649,2,Central Eastern,10,Nkhotakota
649,2,Central Eastern,10,Nkhotakota
649,2,Central Eastern,10,Nkhotakota
651,5,Southern Western,26,Blantyre Rural
651,5,Southern Western,26,Blantyre Rural
652,3,Central Western,16,Lilongwe Rural East
652,3,Central Western,16,Lilongwe Rural East
653,1,Northern,7,Nkhata Bay
654,2,Central Eastern,11,Dowa
654,2,Central Eastern,11,Dowa
654,2,Central Eastern,11,Dowa
655,4,Southern Eastern,20,Mangochi
655,4,Southern Eastern,20,Mangochi
656,1,Northern,1,Chitipa
657,1,Northern,3,Rumphi
657,1,Northern,3,Rumphi
657,1,Northern,3,Rumphi
658,1,Northern,2,Karonga
660,1,Northern,3,Rumphi
660,1,Northern,3,Rumphi
660,1,Northern,3,Rumphi
663,2,Central Eastern,12,Ntchisi
663,2,Central Eastern,12,Ntchisi
669,3,Central Western,16,Lilongwe Rural East
669,3,Central Western,16,Lilongwe Rural East
671,3,Central Western,16,Lilongwe Rural East
672,5,Southern Western,34,Neno
672,5,Southern Western,34,Neno
673,3,Central Western,16,Lilongwe Rural East
673,3,Central Western,16,Lilongwe Rural East
674,5,Southern Western,34,Neno
675,5,Southern Western,34,Neno
677,3,Central Western,19,Ntcheu
680,1,Northern,4,Mzimba North
680,1,Northern,4,Mzimba North
681,5,Southern Western,28,Chikwawa
681,5,Southern Western,28,Chikwawa
684,3,Central Western,16,Lilongwe Rural East
685,1,Northern,1,Chitipa
688,6,Shire Highlands,32,Mulanje
688,6,Shire Highlands,32,Mulanje
689,5,Southern Western,26,Blantyre Rural
689,5,Southern Western,26,Blantyre Rural
690,4,Southern Eastern,24,Zomba Rural
691,6,Shire Highlands,33,Phalombe
692,2,Central Eastern,9,Kasungu
692,2,Central Eastern,9,Kasungu
694,3,Central Western,16,Lilongwe Rural East
695,2,Central Eastern,10,Nkhotakota
695,2,Central Eastern,10,Nkhotakota
695,2,Central Eastern,10,Nkhotakota
698,3,Central Western,19,Ntcheu
699,3,Central Western,16,Lilongwe Rural East
700,1,Northern,2,Karonga
702,2,Central Eastern,11,Dowa
702,2,Central Eastern,11,Dowa
703,2,Central Eastern,11,Dowa
703,2,Central Eastern,11,Dowa
703,2,Central Eastern,11,Dowa
704,2,Central Eastern,11,Dowa
704,2,Central Eastern,11,Dowa
704,2,Central Eastern,11,Dowa
705,4,Southern Eastern,24,Zomba Rural
706,2,Central Eastern,13,Salima
708,2,Central Eastern,10,Nkhotakota
708,2,Central Eastern,10,Nkhotakota
709,2,Central Eastern,9,Kasungu
709,2,Central Eastern,9,Kasungu
710,2,Central Eastern,13,Salima
711,2,Central Eastern,12,Ntchisi
712,3,Central Western,16,Lilongwe Rural East
712,3,Central Western,16,Lilongwe Rural East
713,1,Northern,1,Chitipa
715,3,Central Western,17,Lilongwe Rural West
715,3,Central Western,17,Lilongwe Rural West
716,3,Central Western,18,Dedza
716,3,Central Western,18,Dedza
717,4,Southern Eastern,24,Zomba Rural
717,4,Southern Eastern,24,Zomba Rural
719,5,Southern Western,29,Nsanje
722,1,Northern,7,Nkhata Bay
722,1,Northern,7,Nkhata Bay
723,1,Northern,3,Rumphi
723,1,Northern,3,Rumphi
723,1,Northern,3,Rumphi
724,5,Southern Western,27,Mwanza
724,5,Southern Western,27,Mwanza
725,6,Shire Highlands,32,Mulanje
725,6,Shire Highlands,32,Mulanje
725,6,Shire Highlands,32,Mulanje
726,6,Shire Highlands,32,Mulanje
726,6,Shire Highlands,32,Mulanje
726,6,Shire Highlands,32,Mulanje
727,6,Shire Highlands,30,Chiradzulu
727,6,Shire Highlands,30,Chiradzulu
731,4,Southern Eastern,20,Mangochi
731,4,Southern Eastern,20,Mangochi
734,1,Northern,2,Karonga
735,2,Central Eastern,10,Nkhotakota
736,6,Shire Highlands,30,Chiradzulu
738,4,Southern Eastern,22,Machinga
738,4,Southern Eastern,22,Machinga
739,6,Shire Highlands,30,Chiradzulu
744,3,Central Western,19,Ntcheu
744,3,Central Western,19,Ntcheu
746,4,Southern Eastern,24,Zomba Rural
747,2,Central Eastern,10,Nkhotakota
747,2,Central Eastern,10,Nkhotakota
748,6,Shire Highlands,30,Chiradzulu
753,1,Northern,2,Karonga
753,1,Northern,2,Karonga
754,3,Central Western,14,Mchinji
755,2,Central Eastern,13,Salima
760,2,Central Eastern,13,Salima
760,2,Central Eastern,13,Salima
761,1,Northern,3,Rumphi
761,1,Northern,3,Rumphi
761,1,Northern,3,Rumphi
762,6,Shire Highlands,32,Mulanje
762,6,Shire Highlands,32,Mulanje
762,6,Shire Highlands,32,Mulanje
763,5,Southern Western,27,Mwanza
763,5,Southern Western,27,Mwanza
764,2,Central Eastern,11,Dowa
764,2,Central Eastern,11,Dowa
764,2,Central Eastern,11,Dowa
765,2,Central Eastern,11,Dowa
767,6,Shire Highlands,31,Thyolo
767,6,Shire Highlands,31,Thyolo
768,1,Northern,2,Karonga
769,3,Central Western,17,Lilongwe Rural West
769,3,Central Western,17,Lilongwe Rural West
769,3,Central Western,17,Lilongwe Rural West
770,1,Northern,2,Karonga
